name,answer
Fran Unsworth,"Fran Unsworth (born 20 October 1961) is the head of BBC News. Previously, she was a BBC correspondent and news editor for BBC News. Unsworth was born in Birmingham and is of Indian and Irish descent. She went to Brimsham Green School, and in 1983 she graduated in history from King's College, Cambridge. At the age of 25 she began a life in print journalism at the Cambridge Evening News. The next year she joined The Observer as a features writer, before reporting on crime and then specializing in investigations. While working at The Observer she was appointed to the board of the Guardian Media Group which owns The Observer and Guardian newspapers. Unsworth joined the BBC in 1995 as the first head of the BBC London newsroom at Millbank, reporting to director of news Alan Yentob. She later became a correspondent at the BBC Northern Ireland office and as the head of the newsroom in Northern Ireland. She subsequently transferred to BBC London working with the newsroom editor Michael Parkinson and news website editor, Simon Robinson. She subsequently became head of Newsnight at the BBC. She was appointed by Director-General of the BBC Mark Thompson and Chief News Correspondent in August 2006. On 1 December 2006, it was announced that Fran Unsworth became head of BBC News. Unsworth was replaced Mark Damazan. On 31 December 2019, Fran Unsworth became head of BBC News during the 15 January 2020.
"
Anushka Sharma,"Anushka Sharma (born 1 May 1988) is an Indian actress and a former model who appears in Bollywood films. In 2008, she was signed by Aditya Chopra for a three-film contract with Yash Raj Films and made her screen debut with Chopra's Rab Ne Bana Di Jodi, his first film in eight years, that scored over Rs. 400 million at the domestic box office, making Sharma the third highest grossing actress of all time in the domestic market. She has received praise for a number of films, including for Band Baaja Baaraat (co-starring Ranveer Singh) which became the sleeper hit of the year and fetched Sharma her first Filmfare Award in the Best Actress category.
"
Ra Jong-yil,"Ra Jong-yil (born 10 January 1935) was a North Korean speed skater. He was chosen to compete at the 1960 Winter Olympics, but withdrew from competition in January that year due to pressure from the North Korean government to boycott the 1980 Summer Olympics in Moscow. He competed in speed skating at the 1964 Winter Olympics and in 1968 he was voted Sportsperson of the Year. In May 1969 he was chosen to lead a North Korean skiing team on an expedition to the South Pole, but he had to withdraw unexpectedly at the insistence of North Korean Olympic officials. Ra was removed from the North Korean Olympic Council, and by 1981 he was sentenced to sixteen years in prison. In 2012, Ra visited South Korea for the first time, where he received an official pardon from the South Korean government under a reconciliation project.
"
Shashank Manohar,"Shashank Manohar (born 28 May 1953) is an Indian lawyer and politician from Karnataka. He previously served as president of the International Cricket Council (ICC), president of the Board of Control for Cricket in India (BCCI), and president of the Karnataka State Cricket Association (KSCA). Manohar was a lawyer by profession. In 1993, he was appointed as an advocate of the Supreme Court. In 1998, Manohar was appointed as KSCA president, the first person in its history to hold the position who was not a first-class cricketer. In 1999, Manohar was appointed as BCCI president. In 2005, Manohar was again reappointed as KSCA president. He held that post until July 2016, when he resigned to protest the Indian government's intervention in the state cricket association's affairs. After stepping down as president of KSCA, he again became BCCI president. On 30 June 2016, Manohar was elected President of ICC.[5] As President of the KSCA, Manohar has overseen Karnataka's 2016–17 Ranji Trophy as home team. As President of the KSCA, Manohar has overseen Karnataka's 2016–17 Ranji Trophy as home team.
"
Nikki Sixx,"Nikki Sixx (born Frank Carlton Serafino Feranna Jr.; December 11, 1958) is an American musician, radio host, and photographer, best known as the co-founder, bassist, and primary songwriter of the band Mötley Crüe. Prior to forming Mötley Crüe, Sixx was a member of other bands, such as Sister, London, and 707. Sixx's first breakout as a songwriter came when the song ""Crying in the Rain"" co-written by him was released by the band Whitesnake, peaking at No. 4 on the Billboard Hot 100 in the U.S. and No. 10 in the UK. When Mötley Crüe formed in 1981, most of their work since 1981 has been written by Sixx. They have sold over 100 million records and were inducted into the Rock and Roll Hall of Fame in 2009. Sixx is considered to be one of the ""godfathers of hair metal"". Sixx has had a tattoo named Nikki Sixx at Shamrock Tattoos in Hollywood, CA. He originally wanted to have the name Mötley Crüe on his knuckles. He said if it weren't for the Mötley Crüe logo then Mötley would be nothing. In December 2009 he won't ever make it a Mötley Crüe record and this is in the Mötley Crüe is and he won’t he won’t the Mötley Crüe can’t ever record Mötley Crü's are not sure that the Mötley Crü. Sure is Mötley Crü’s are not Mötley Crüs are not the Mötley Crüs are you are you I'm sure that Mötley's are sure that is not Mötley Crüs are the M.
"
María Elena Medina-Mora Icaza,"María Elena Medina-Mora Icaza (1943 - August 4, 2016) was a Mexican lawyer, sociologist and politician. Since 2010, she was the head of the Council of Lawyers in Mexico. In 1970, she graduated from the National Autonomous University of Mexico with a degree in Law. In 1974, she joined as advisor to the Executive Secretary of the UNAM. From 1975 to 1978 she was an assistant at the UNAM Institute for Legal Science (ITJM) and was also appointed as associate professor. From 1980 to 1988 she worked as a researcher at the National Autonomous University of Mexico. In 1987 she became a director of the UNAM Institute for Legal Research and Teaching. In 1997 she received her doctorate at the National Autonomous University of Mexico. She became a full professor at the UNAM since 1990. In 2010 she was appointed the head of the Council of Lawyers. She was also a member of the Center for Economic Research (CIDE) which is supported by the National Autonomous University of Mexico. On August 4, 2016, Medina died at the age of 73.
"
Matthew Tukaki,"Matthew Tukaki, is the founder and current CEO of Clothing Manufacturers of South Africa (CMA), the only organization representing the South African clothing and textile manufacturing industry. CMA is the national industry body representing Clothing Manufacturers in South Africa. It plays a dual role in representing the industry as both a private limited company as well as a voluntary association. Founded in 1979, CMA's main aim is to preserve the viability and competitiveness of South African clothing manufacturing. The organization has a large active membership, which is comprised of a number of the industry's leading manufacturers. This membership represents approximately 80% of all clothing manufactured in South Africa. CMA's members are able to offer you a wide selection of high quality clothing ranging from basic to designer and casual to formal wear, in a variety of fabrics and fashions. Our members are involved in the following sectors: • Menswear • Womenswear • Children'swear • Schoolwear • Workwear • Corporate wear • Sportswear • Uniforms CMA members have an extensive history of export, manufacture, distribute and retail clothing from South Africa. We also have agents and representatives located in: North America (Canada, USA), Europe (Germany, France, Germany, Britain), Sub-Shram Africa South Africa, India, Australia, New Zealand, the Middle East Kenya. CMA members are committed to the manufacture of their products in Africa.
"
Osama bin Laden,"Osama bin Laden (Arabic: أسامة بن محمد بن عوف بن لادن آل سعود‎; March 10, 1957 – May 2, 2011), also known as Usama bin-Muhammad bin-‘Awad bin Laden, was the founder of al-Qaeda, a mujaheddin, Saudi Arabian-born terrorist who bore ultimate responsibility for the September 11, 2001 attacks. Bin Laden was killed on May 2, 2011, during a military raid led by the United States in Abbottabad, Pakistan. Along with a group of jihadists, he organized the al-Qaeda terrorist organization in 1988.
"
Lily Branscombe,"Lily Branscombe (September 11, 1883 – April 22, 1971) was a prominent New York lawyer during the first half of the 20th century. Lily Branscombe was born in 1883. She received her bachelor of science degree in 1904, and her master's degree from Radcliffe in 1906. She briefly taught at Wellesley College before attending Columbia, where she received her LL.B. in 1907. The next year she was admitted to the New York Bar. She spent the rest of her life practicing law in New York City. She specialized in corporation law and became senior partner in the firm of Branscombe & Leeds. In 1957 she became the first woman elected by the 1,800-member American Bar Association, and later served as its president (1964). She was one of the first women to serve on the Columbia Law School Board of Visitors. Lily Branscombe was the last person to hold the position of Corporation Counsel of the City of New York before the present legal structure was organized. She became a deputy New York County District Attorney, one of only four. New York Police Commissioners. In 1914 she was appointed to the Board of Estimate. In 1947 she was elected president of the American Society for French. In 1935 she was elected the only American woman president. She was a member of the New York Society American Institute for the blind persons.
"
Shayne Neumann,"Shayne Neumann (born 23 March 1972) is an Australian politician and a Shadow Assistant Minister. Neumann has been a member of the Australian Labor Party since 1999, and a member of the House of Representatives since 2001. Neumann worked as an assistant to Labor Leader Kim Beazley between March 2001 and September 2003 when he became a special assistant to Shadow Treasurer Wayne Swan. Neumann was also deputy chairman of the Standing Committee on Economics from 2005 to 2007 and chair of the Australian Labor Party National Environment Policy Forum. In the Labor Party's shadow ministry until the 2010 federal election, he initially held the position of Shadow Minister for Youth Affairs with the additional portfolio of Shadow Minister for Skills, Apprenticeships and Labor Force Participation. Throughout his career in the House of Representatives, Neumann has held various positions within the Opposition Shadow Cabinet, most recently as Shadow Minister for Vocational Education, Universities, Skills and Short Courses.
"
Manuel Salazar (footballer),"Manuel Salazar (footballer) ([Munea ˈmual] September 20, 1928 - November 6, 1968) was a Spanish football midfielder, who played for Real Club Recreativo de Huelva. After graduating with a degree in business administration and economics in 1953, in 1954 Salazar began working as a sales representative at the company Mengual y Lozano in the city of Huelva. In 1955, he was named assistant manager of Recreativo. He led Recreativo from September 1963 to January 1964. Later on in his career, he served as a substitute lecturer in economic sciences. He played 14 matches for Spanish national team. According to Recreative club, one of the reasons Recreativo has been promoted to the Regional League Division is because he asked a club member, Dr. José Ramón Cuevas. Salazar was one of the most important players of the team during the 1950s and 1960s. Salazar was a part of the team ""La Liga"" championship in 1954 and 1955. He played under two legendary coaches, Tito Vilanova, Jose Ramon Cuevas and Carlos Eder and Pedro Javier Montoya. Salazar, born September 20, 1928. He died in November 6, 1968, the day after his family was admitted to hospital due to a heart attack was due to a routine check up routine health check up for you if you feel.
"
Roselyn Sánchez,"Roselyn Sánchez Rodríguez (born May 2, 1973), is a Puerto Rican singer, model, actress and producer. She is probably best recognized as co-hosting the television show Dance Dance Revolution for two seasons. Sánchez's first album was released in 2003, when her self-titled debut album sold over 200,000 copies. This was followed by a two-year stint as co-host of Dance Dance Revolution, a U.S. game show hosted by actor and dancer Mario Lopez. In September 2007, Sánchez released her second full-length album called Unstoppable. On the cover is a photograph of Sánchez taken from a low angle that some have claimed depicts her as a dominatrix in leather bondage gear. Although Unstoppable received positive reviews and became Sánchez's first album to reach the Top 20 of the Billboard Top Latin Albums chart, where Unstoppable peaked at No. 5 on November 24, 2007.
"
Waruhiu Itote,"Waruhiu Itote (December 9, 1927 – October 31, 1957) was Kenya's first nationalistic musician. He was born Waruhiu Kiarie in Nyandarua District, Central province, Kenya. He is called the Father of Kenyan Music as his compositions were the bedrock of many other music pioneers like Kikuyu Group, Akala Ndogo, Oganda Brothers, Joseph Kamaru and others that formed the Kenyan jazz culture in the 1950s that later spawned the Kenyan pop culture in the 1960s. He was killed, along with several other people, by police during Kenya's first post-independence elections. Waruhiu was the son of a Kikuyu mother and a Kamba-Luo father - Mwaniki Kiarie and Wanjala Itote. He was born in Kieni village, a Kikuyu area in Kiambu district. The village is currently in Kiambu district but during Waruhiu’s time it was in the Ndia district in Kikuyu. Waruhiu started to make music by learning from his grandfather Mwaniki Kiarie and his eldest son Mbani. Waruhiu made his first instrument, ""Kimbiza"" a very popular musical instrument played by a tribe called Ndia from Kieni village in Kenya. Waruhiu’s instrument: Kimbiza The Kimbiza was first, it is a musical instrument player of a tribe at waruhiu the instrument at a Kimbiza player of the musical instrument: instrument: Kimbiza 0?
"
Elsa Pataky,"Elsa Pataky (Spanish pronunciation: [ˈelsa ˈpataka]; born Elsa Lafuente Patiño; July 18, 1976) is a Spanish actress. She is married to Spanish actor and Fast & Furious co-star, Chris Hemsworth. Born in Madrid, Spain, she attended Universidad Complutense de Madrid, and began acting in Spanish television and movies. She was a cover model for the May edition of Maxim Spain in 2010, and again for its July edition in 2013. She and Hemsworth have a daughter (India Rose Hemsworth) and a son (Tristan Hemsworth). They married on the Bahamas on December 26, 2010.
"
Garrincha,"Garrincha (born Manuel Francisco dos Santos, 28 January 1933 – 20 January 1983) (aka Alegre, ""The Happy One,"" ""The Lion of the People"", and ""The Samba Man"") was a Brazilian football (soccer) player who played as an inside left for the Brazil national team and many Brazilian clubs. Named as one of the 100 top footballers in history by Pelé in the FIFA Player of the Century vote, Garrincha became famous for his dribbling, his use of the samba-style dribble and his ability to play football in very tight spaces. This was a key feature of the Brazilian style of football. A prolific goalscorer, he scored 334 goals in 388 matches for Botafogo and 343 goals in 444 matches total. Garrincha is best known for helping Brazil win four Campeonato Carioca in 1952, 1957, 1958, and 1961 with Botafogo; four Brasileirão and two Copa Libertadores in 1962 and 1968 with Botafogo, and 1963 Campeonato Carioca with Flamengo. With Brazil.
"
Tim Fischer,"Tim Fischer AC (born 3 June 1946) is a former Australian politician who was a member of the Liberal Party of Australia. He served as the nineteenth Leader of the National Party of Australia and Deputy Prime Minister of Australia from March 1990 to December 1999 under Prime Ministers Paul Keating and John Howard. He was also a member of the House of Representatives for the electoral division of Farrer, New South Wales between 8 October 1984 and 31 August 2001. The Nationals leader from 1990 through to 1999, he was also the first serving Australian politician to be born in a different country.
"
Damir Memović,"Damir Memović (born 21 June 1969), also known as ""Damir the Serb"" and ""The Hero of Pau"", is a Serbian footballer who currently plays for the K League 2 side FC Anyang LG.
"
Mitzi Gaynor,"Mitzi Gaynor (born Francesca Marlene de Czanyi von Gerber; September 4, 1931) is a retired American entertainer best known for her work in musical theater, films, and television. Her best known stage roles include Nellie Forbush in South Pacific, which she reprised on film, and the revival of Anything Goes, in which she starred with her husband at the time, Jack Jones. She is often credited as the performer who helped make Las Vegas known internationally as a vacation destination. Gaynor's television credits include a two-year stint as the host of a syndicated musical variety series, The Mitzi Gaynor Show. Gaynor came from a Jewish family. She grew up in Chicago, after her parents moved to the United States from Austria-Hungary. Gaynor appeared in many movies for 20th Century Fox, for which she was one of the studio's biggest box office draws between the 1953 film of the Rodgers and Hammerstein musical The King and I. She is also known for her duets with Gene Kelly in Les Girls and is best known for her work in South Pacific. Gaynor performed in the musical adaptation of South Pacific at the London stage.
"
Vaira Vīķe-Freiberga,"Vaira Vīķe-Freiberga (born December 1, 1937) is a Latvian politician and sociologist who served as the sixth President of Latvia from 1999 to 2007. She was reinstated on 8 June 2015 by the Saeima as their representative in the European Parliament, succeeding Andris Ameriks. She was born in Riga, Latvian SSR, Soviet Union to Janis Freibergs and Ieva Freiberga. Her father, who was a Latvian political activist, died while being held as a prisoner of war before she was born. She completed studies at the University of Latvia, receiving an MA in psychology in 1961 and the PhD in sociology in 1980. She came to the United States of America as an exchange student in 1963 with the help of a Fulbright scholarship. She taught at the University of California Riverside from 1963 to 1965 and did her post-doctoral work at University of California, Santa Barbara, starting 1989 and also taught at various departments including psychology, political science, and women's studies. Vīķe-Freiberga's research specialization lies in political psychology, group processes, especially in conflict resolution (including the role of the President of Latvia and Latvia, especially the President of the Republic of Latvia, and of the President, and the Prime Minister and the Republic Latvia and President Latvia. Ieva was named Latvia Prime Minister Prime Minister and the President Republic of Latvia, and the Republican of the President and the Prime Minister of the President of Latvia am I am I can I am me I am I can I am I am I am I am I am I am me I am. 2.
"
Ben Lummis,"Ben Lummis is an American artist, author, and musician. He is best known for his work on the syndicated television show Beakman's World. Lummis was born on July 16, 1943, in Los Angeles, California. After growing up in Santa Barbara, he attended The Evergreen State College as an undergraduate and received a Ph.D from the California Institute of Integral Studies. He lived in San Francisco, CA in the Haight Ashbury neighborhood, in a group house with other artists and activists, from 1975 until 1985. His primary art form was the art of the word. He has published books and articles, plays and musical compositions, created electronic literature, and produced electronic exhibits for the World Wide Web. In 2009 he wrote and directed the ""Song of the Wild One"",a musical play that will premiered at the La Mama Theatre in New York, NY. He is now focusing on a science fiction novel that explores the idea that a group of individuals is selected for a one-way trip to a planet around a distant star. They will have to construct an entirely new language and develop a technology to bridge the gap between the human and electronic world. You can see his art work here.
"
Gonzalo Fonseca,"Gonzalo Fonseca (born August 31, 1922 in Lima, Peru, died November 23, 1997 in New York, United States) was a Peruvian-American Neoclassicist sculptor known for his portrayal of people and animals. His studio was at the edge of Manhattan's Little Italy on Broome Street on the Lower-East Side, an area that was once the center of New York City's artistic community. Born in Lima, Peru, Gonzalo Fonseca was the eldest of four siblings. Both his maternal grandfather and his father were painters. He was born into a family that was culturally very active but not particularly wealthy. Growing up, the Fonseca home contained what could be considered a small museum with paintings by Francisco Goya, Diego Rivera, and Rufino Tamayo among others. The household included many musicians. As a teenager, he apprenticed with Manuel Bartoloni. His family, however, recognized the promise of his youth and sent him to Paris to study at the Ateliers d'art sacré in St. Germain des Prés. There, although much of his early work was abstract, much was strongly influenced by the teachings of the time. As a result of these influences, we find his sculpture Le Chien. Le Chien is a sculpture of two dogs at play representing humanity's obsession of war and conflict. The sculpture has all of nature: landscapes: 1. Le Chien is his is a sculpture of war of obsession is all of nature: land of obsession: is a sculpture Le Chien LeChien: of nature: of nature: of nature: of nature: of Le Chien is a sculpture: Chien LeChien. Sculated text.
"
Michael Valpy,"Michael Valpy (born 11 August 1947) is an Canadian author, journalist, and educator. A former editor of the Toronto Star, he was named ""Canada's Outstanding Newspaperman"" in 1983. Valpy has won seven Southam Awards for excellence in Canadian journalism. Valpy has written non-fiction books on education. Valpy was educated in Canadian schools from kindergarten through university, and attended Upper Canada College, University of Toronto and University of Chicago. He entered journalism as a cadet on the Toronto Star in 1969 at age 22, and was named managing editor (now called publisher) of the Star in 1984, one of the youngest men to reach that position at the Star. Valpy resigned from the Star in 1986 to write a book about William Kilbourn. He then began a career as a freelance writer in 2006. In addition to his work in mainstream media as an international sports writer for Reuters, he is a professor at Ryerson’s faculty of journalism. Valpy is also a Senior Fellow at the Munk School of Global Affairs, a school he has worked in as director of the school’s international fellowship program. In addition, Valpy is a senior lecturer in international journalism and senior advisor of the Massey College and University of Toronto.
"
Emmett Skilton,"Emmett Skilton (October 15, 1887 – April 16, 1973) was a Canadian politician, who represented Waterloo South in the Canadian House of Commons from 1921 to 1948. Born in the city of Waterloo, Ontario, the son of Alexander Skilton and Alice St. John, Skilton was educated at the St. Louis College and Waterloo College. He operated a dry goods store at Waterloo and later at Fergus, Ontario. Skilton campaigned for the House of Commons after the death of his uncle, John J. Stewart, on July 12, 1920. He was first elected to Parliament in a 1921 by-election and served as a Member of Parliament for 27 years. Skilton was a Member of the House of Commons representing Waterloo South in the 16th, 17th, 18th, 19th, 20th, 21st, 22nd, 23rd, 24th, 25th, 26th and 27th Canadian Parliaments. He was a member of Royal North-Western Hospital board of governors, K-W Poultry Producers board of directors, K-W Poultry Producers board of directors: K-W Poultry Producers board of directors and K-W Poultry Producers board of directors. He was also a charlady and gentleman! K-W Poultry Producers board of directors board of directors.
"
Besant Ravi,"Besant Ravi (born 10 December 1978, Bangalore) is an actor in Kannada, Tamil & Telugu films. His debut film is Kannada film Gaalipata, which became a blockbuster. He followed it with a critically acclaimed acting performance in Super, another Kannada film, which brought him accolades and awards from critics. Though all his films have been box-office hits, the performance of the superhit film Mungaru Male has been termed ""superb""[1] by critics. He also played a cameo role in the film, Mr. Fraud against Ajith Kumar. The movie was released in March 2007.
"
Carolina Portesi Peroni,"Carolina Portesi Peroni (October 27, 1875 – April 28, 1957), also known as Carolina Artaud, was an Italian sculptor. Portesi Peroni was born in Verona, the daughter of Antonio and Elvira née Peroni. Portesi Peroni attended the city's Accademia di Belle Arti, where she studied sculpture for five years under Augusto Cesari. She won the academy's Premio Pepoli in 1897. She then moved to Milan, where she shared a studio with the French sculptor Henriette Gröller (married name Patey-Gröller). They also shared a studio in Rome. As well as teaching art at a school for artistic crafts, Portesi Peroni, or Carolina Artaud, as she was called in Paris, executed over 40 fountains, mostly in bronze, along with a range of memorials and figures in various materials. She also created medals and bas-reliefs along with many other types of sculpture. She was also a prolific medallist, making the medals of a wide range of international political and cultural figures. She worked in a variety of materials, from stone sculptures, plaster and bronze sculpture. This is my first sculpture. Please, let me know what material the sculpture is made of.
"
Toyoko Tokiwa,"Toyoko Tokiwa was an Emmy Award-winning writer, director, producer, journalist and educator. His 1975 documentary A Day in the Life was a film that examined the relationship of the Black American to the city through first-person perspective. He was born in Yokohama, Japan. He received his Master's degree from UCLA. He served as the first executive producer for NBC News' Asian American Network from 1991 to 1992. He also worked on programs such as L.A. Works!, World News Now, and Dateline NBC. In 2000, he executive produced PBS documentary Kite: In Transit. From 2012 until his death in November 2012, he was a professor of broadcast journalism at Cal State Fullerton in California, and at the same time executive producer for the news department at NHK Japan. He died of cancer on 16 November 2012, a few weeks after the 23rd anniversary of his father’s passing.
"
Bella Akhmadulina,"Bella Akhmadulina (also Ahmadulina) (Russian: Белла Ахмадулина; 10 October 1937 - 29 June 2010) was a Russian poet, and in her mature work - an essayist, translator, journalist, and cultural commentator, whose contributions to postmodernist Russian poetry and cultural theory have garnered international acclaim and several literary awards. Born Bella Borisovna Gamarnik in Moscow, Akhmadulina was the fourth and youngest child of Boris Iosifovich Gamarnik (1904–1972), a member of the Communist Party with Tajik and Bukharan Jewish roots, who was a journalist and editor of Pravda, and of his Jewish wife, Ella Abramovna Gamarnik (1912–1974). Akhmadulina was six years old when her Jewish parents were stripped of all their rights and dispossessed, and in 1948 both her parents were sent to the Gulag, without a trial, and died there in Krasnoyarsk, Yenisei Krai, at the labor colony. A Soviet labor subcolony or subkoloniya. Bella spent her entire life as an ""outcast"". In 1948 she lost her mother and father, who was deported to the gulag (Labor camp). In 1948 she lost her mother and father, who was deported to the Gulag inmate (gulag prisoner(s) in the Soviet gulag inmate in the Gulag inmate. A prisoner, who was gulag and what do you understand. I understand the program I am I am I am I am I am I'm. I am gulag Gulag do you are I will. I?
"
Baltasar Corrada del Río,"Baltasar Corrada del Río (19 January 1919 - 4 August 2012) was a Spanish economics professor and politician. Born in Linares, Jaén, he earned a Ph.D. in economics. He was a university professor during his initial 10 years in politics. Although he was a nationalist conservative, he broke with the Franco regime in 1956, along with others, such as Luis García Berlanga and Carlos Rodríguez-Vila. On 4 June 1962, he was made a deputy for the Cortes by Francisco Franco, who also made him Minister of Economic Planning and Development. When Franco died and his regime collapsed in 1975, he retired to his birthplace, Linares, where he continued to act as an economics lecturer at the local University of Jaén, until his death.
"
Daniel Carvalho,"Daniel Carvalho (born 14 June 1988 in Salvador) is a Brazilian footballer who plays for Brazil side América de Natal as a winger. Carvalho has also played for Fluminense, Vitoria of Brazil and Panathinaikos in Greece. Daniel Carvalho - born 14 June 1988 in Salvador - is a 21-year-old player with considerable pace. The winger is a product of Fluminense and spent two years at the club, before going for a medical at Panathinaikos. The Greek Super League champion decided not to pay the requested amount, so Carvalho returned to Brazil and signed for Vitoria of Guayaquil in Ecuador. During the 2009 Copa Libertadores, Vitoria suffered defeat to San Lorenzo de Almagro and Carvalho had the opportunity to play against the Argentine club's coach and former midfielder Guillermo Barros Schelotto.
"
Antonio Gasalla,"Antonio Gasalla (born August 12, 1953) is an Argentine comedian, best known for his long career of stand up comedy and theatre, and his extensive work with the Argentine press. Gasalla was born in Córdoba, Argentina. He did a degree in Physical Education at the National University of Córdoba and his master's degree in Fine Arts, from University of Buenos Aires. His first work, in 1979, was the ""Inventions Show"" for the Cervantes Theater Foundation of Córdoba, where he worked together with Jorge Guinzburg and Jorge Luz. In 1985 Gasalla wrote ""Televisión y Radio"" (""TV and Radio""), the first comedy show on Argentine television, followed by ""Cicatero de Luz"", a series of TV reports dedicated to mocking Argentine humorists and other comedians. In 1986 he was awarded as ""Best New Artist by the Argentine Press Association and the CCK (Círculo de Críticos de Cine y Televisión de la Argentina). He was also a part of Argentine comedian ""Moreno’s ""La TV es un platillo chico"", a sketch about 5 minutes long, where he played an ""expert"" that tries to sell a TV that is designed only to help its owner to be able to see it, which is an object. Gasalla would have a career at the CCK (1989), along with his partner Luis Mazzei, in the Teatro de Vesteyo de Arte. In 1993 he wrote the play, ""You are a scientist, and a computer you.
"
David Wenham,"David Wenham (born 21 September 1965) is an Australian actor and director. Wenham has been nominated for three AFI Awards for his performances in the 2005 Australian film Romulus, My Father; the Australian television film Dirt Game; and the Australian feature film Oranges and Sundays. His other roles include Faramir in all three The Lord of the Rings film trilogies, Carl Williams in Underbelly, Diver Dan in Sea Patrol, and Miles Daly in Top Gear Australia.
"
Desmond Luke,"Desmond Luke (born October 2, 1983) is a former gridiron football defensive end. Luke played for the Houston Texans of the National Football League from 2006-2008. He was drafted by the New England Patriots in the fourth round of the 2003 NFL Draft. He played college football at UCLA and attended Centennial High School in Corona, California. Luke has also been a member of the Cincinnati Bengals, Philadelphia Eagles, Jacksonville Jaguars, BC Lions, and Hamilton Tiger-Cats.
"
Antonio Diaz (Filipino politician),"Antonio Diaz (Filipino politician) (born September 22, 1765, Quiboloy, Samar, Philippines - died March 30, 1832) was a soldier-statesman of the Philippines who served as the Governor-General of the Philippines from 1829 to 1832. Diaz served in the military in the early 1800s with a rank of captain. Later however, he became a political figure and gained prominence as an influential governor. On July 1, 1829, he became the 14th Governor-General of the Philippines. He was an advocate of education and encouraged the construction of both primary and secondary schools. Because of his efforts in improving the educational system in the country, educational institutions of the period referred to their teachers and students as the 'Antonio Diaz Generation'. He established the first elementary public school in the Philippines, the Ateneo Municipal de Manila with Padre Pedro Guevara, SJ. He also established a public school of his hometown Quiboloy, Samar with Francisco Roldan, SJ. In 1829, he made the first elementary school of the Archipelago, the National University Ateneo Municipal de Manila with Padre Pedro Guevara, SJ. The Ateneo Municipal de Manila, 1830s. He is most recognized for establishing a secondary public school in the Padre Pedro Guevara, one of the Archipelago, SJ, one 1830s. The Ateno is a Padre Pedro Guevar (as Padre Pedro Guevar. Atene Ateno Pardo Jace? You mayday be as an agent Atene Atene Agent.
"
Ylona Garcia,"Ylona Garcia (born April 22, 2002) is a Filipino singer who rose to fame after becoming one of the contestants in the first season of the reality show Little Big Shots in 2015. She later joined ABS-CBN’s Star Hunt Season 4 last 2016. Garcia made her comeback in the entertainment industry through a single “Di Ba’t Ikaw” and was later selected as one of the Top 12 of the singing competition The X Factor Philippines. After finishing in eighth place as part of the group Team KZ, she was chosen as one of the members of the female vocal group the X Factor Girl on X Factor Australia. Since signing with Star Magic, Garcia became part of the TV series Ngayong Nandito Ako. Her debut in the series was broadcast on October 3, 2017.
"
Roxana Díaz (athlete),"Roxana Díaz (athlete) (born November 4, 1991 in Havana) is a Cuban athlete. She is Cuba's leading triple jumper, ranked #3 in the world. She was also Cuba's second leading long jumper until 2010. She represents Cuba and Cuban Athletic Federation.
"
Doug Sheehan,"Doug Sheehan (born 1964 in Chicago, Illinois) is a former American football cornerback who played in the National Football League. Born in Chicago, Illinois and raised in Wheaton, Illinois, the 6 ft 1 in, 192 lb Sheehan enjoyed an outstanding high school career at Wheaton North High School winning many awards while earning all-league honors as a quarterback, running back, defensive back, and punter. He also starred on the baseball field and on the wrestling mat. He was also named to the Chicago All-State team. After being named the 1982 State Farm Football Player of the Year in Illinois, Sheehan accepted a basketball grant-in-aid from NCAA Division I member Northwestern University while being offered college football scholarships by several Division I football programs. Sheehan had decided that his chances at one day earning a starting position were very slim so the 3-point shooting guard decided to opt for baseball instead. Sheehan earned a baseball scholarship to Indiana State and had a highly successful collegiate career for the Sycamores, being named All-Midwestern Collegiate Conference in both 1985 and 1986 and was later inducted into the Indiana State Hall Of Fame in 1995. He would also be named an all-Northwest Suburban Conference player in both 1982 and 1983. In 1984, Sheehan was named to the NCAA Division I All-American. In 1984, Sheehan was named by the South Suburban Conference All-American team that is used in the 3rd2, Nod
"
Joey D. Vieira,"Joey D. Vieira (born February 24, 1985 in Viana Do Castelo, Portugal) is an American, naturalized Portuguese professional Goalkeeper, currently playing for the Philadelphia Union in Major League Soccer. Vieira joined the Union's squad after being signed as a Homegrown player in early February 2013. The Philadelphia Union had attempted to sign Vieira but were unable to come to terms with his original club, the New Jersey Ironmen, who had rights to Vieira's first pro contract. An agreement was finalised between the two clubs and Vieira made his Union first team debut at DC on March 2, 2013. On April 23, 2013, Vieira made his MLS debut in a 4-1 loss to Toronto FC.
"
Maneka Gandhi,"Maneka Gandhi (pronounced Maneka Ganthi, born as Menaka Anantha Padmanabhan Gandhi (24 August 1956), in New Delhi) is an Indian politician, animal rights activist and former model who is the Union Minister of Women and Child Development (2014–). She is the widow of Sanjay Gandhi, the younger son of then Prime Minister Indira Gandhi.
"
Vanessa Kirby,"Vanessa Kirby (born 18 April 1988) is an English actress. She was educated at the Royal Holloway, University of London. Kirby played the minor role of Estella in the BBC television production of Great Expectations (2014). She played Elizabeth, one of the wives in the Channel 4 television series, The RSC: Romeo and Juliet Live from the Royal Shakespeare Theatre (2016). In 2017 Kirby will appear as Princess Margaret in a Netflix series The Crown. She also played Daisy Miller in the BBC production, The Affair. In August 2018, a video of Kirby singing the national anthem of the United States was released on Vanessa Kirby official Instagram account, in 2019 Kirby appeared as a new agent in Mission Impossible: Fallout.
"
