question,answer
What is the name of microscopic channels which traverse the cell walls of plants?,['plasmodesmata']
The overall voltage of the battery is therefore the sum of ________ of the individual cells.,['the voltages']
Non-human organisms that mainly consume plants/other primary producers are known as what?,['carnivores']
"If the water vapor condenses in liquid droplets as clouds form, what is released in the atmosphere?",['water vapor']
"What system enters the brain stem and influences activity in the cerebellum, spinal cord, and cerebral cortex?",['limbic system A new generation of digital assistants are becoming more commonplace such as Amazon Alexa and Google Home. They may even be a significant step forward for accessibility. Amazon Echo or Google Home. Digital']
What is the name of the first stage of photosynthesis?,"['the light reactions This new type of AI system also allows students to ask these very specific and detailed follow up questions. We have noticed that sometimes when students are able to access a more direct form of communication, they are able to ask more']"
What is it called when birds keep their eggs warm while the embryos inside develop?,['brooding']
"When the earth is between the moon and the sun, what type of moon shows?",['a crescent moon']
What is another name for the vertebral column?,"['spine What do you think about this chatbot? Share your thoughts in the comments below. Filed Under: Featured, News Tagged With: AI, AI research assistant, Chatbot, Chatbots']"
Where in the target cells are intracellular receptor proteins found?,['within plasma membrane']
What is a disease caused by the same virus that causes chicken pox?,['shingles']
Channel proteins form what in the membrane?,['channels']
"In a solution, what is the substance present in the lesser amount called?",['solute']
What are catalysts in living things called?,['enzymes']
What is the electron domain geometry of ammonia?,['planar']
Where do mushrooms get their energy?,['from absorbing energy from the sunlight or from decaying organic material']
What kind of cells are polyribosomes found in?,['somatic']
"What living creatures comprise the ""rainforests of the oceans""?",['zooplankton']
What are the hormones that cause a plant to grow?,['vegetative hormones']
"Besides the size of their crystals, how are igneous rocks grouped?","['color, composition, texture MISSED QUESTIONS: 0.0% I am excited to share that Udacity is building a nanodegree in Artificial Intelligence (AI). I’ve been']"
"The right and left hip bones, with the addition of the sacrum and coccyx form what section of the skeleton?",['the pelvis']
What are different types of tissues organized into functional units called?,['organs']
Evaporation of moisture is greatest where it is?,['where it is hottest']
"In a correctly balanced equation, all coefficients must be what kind of numbers?",['equal numbers']
"What term, calculated by multiplying heart contractions by stroke volume, means the volume of blood pumped by the heart in one minute?",['cardiac output']
What kind of reproduction generates most of the genetic variation that makes evolutionary adaptation possible?,['sexual reproduction']
"What useful tool helps scientists work with, understand and make predictions about extremely complex systems?",['computer simulations']
"The three parts of the human small intestine is the duodenum, jejunum, and what?",['ileum']
How does a neon light produce visible light?,"['neon atoms are subjected to an electric field, they gain energy and then release photons']"
What type of bonds are formed between atoms sharing electrons?,['covalent bonds']
What were the first plants to evolve?,"['algae The results of this experiment are promising, indicating the positive impact that a conversational tone and content may have when speaking with a machine. To better understand the effectiveness of this chatbot in engaging participants, we conducted a survey']"
Humans are among the most versatile of mammals with what type of diet?,['opportunistic omnivores']
What happens to light when it passed from air to water?,['refracted']
Reptiles are described by what term that means their internal temperature depends on the temperature of their environment?,['poikilothermic']
"Known for its beautiful rings, what is the second largest planet in the solar system?",['Saturn']
What in roundworms is a partial body cavity filled with fluid?,['pseudocoelom']
The hypothalamus in vertebrates integrates what two systems?,['nervous and endocrine systems']
What is the resultant waste product of photosynthesis?,['sugar']
Earth's axis is an imaginary line passing through which poles?,['North and South Poles']
What is the official name for the study of life?,['zoology']
What is the cause of common mold allergies?,['fungi']
Solute potential is also called osmotic potential because solutes affect the direction of what?,['water']
Mollusks have a true coelom and a complete what?,['digestive system']
"What nervous system is divided into two parts, the sensory division and the motor division?",['the spinal cord']
Invertebrates (and higher animals) can also be placed in one of two groups based on how they develop as what?,['an embryo']
"When a car is brought to a stop by friction on level ground, it loses what?",['kinetic energy']
What is the separation of ions that occurs when a solid ionic compound dissolves?,['ionization']
What forms when secondary alcohols oxidize?,['ketone']
What is most energy that is lost to the environment lost as?,['thermal energy']
What bond is the force of attraction that holds together two atoms that share a pair of valence electrons?,['covalent bonds']
What kind of viscosity is found in long-chain hydrocarbons?,['molecular viscosity']
"In astronomy, what are so dense that not even light can escape their gravity?",['black holes']
What type of climate does the coast of california have?,['mediterranean']
What do charged particles in motion generate?,['an electromagnetic field']
Ingestion and propulsion are the first two steps in which process that describes how humans process and consume food?,"['digestion User 2: The user starts the session with the AI, speaking using a neutral intonation.']"
What type of particle collides with an atom of u-235 during the basic nuclear fission process?,['neutron']
What type of molecules help the plasma membrane keep its shape?,['phospholipids']
The lattice energy is usually the most important energy factor in determining the stability of what?,['a hydrate']
Corrosion is usually defined as the degradation of metals due to what?,['chemical or electrochemical reactions']
Does atmospheric pressure increase or decrease as the altitude increases?,['decreases']
What is released to lubricate the vagina to facilitate intercourse?,['estrogen']
What is the term for when an embryo fixes itself to the side of the uterus?,"['retrognation Assistant: 22 out of 23 What we see there is that the assistant has a much higher accuracy than the user on the questions that it can help with. While the user is pretty useless, the assistant']"
"Can nematodes be a parasite of plants, animals, or both?",['yes']
What is the term for something changing from water to ice?,['freeze']
"In an ecosystem, what do you call organisms like lions that capture and kill other animals for food?",['consumers']
Where do recent rocks point towards on earth?,['towards the center']
What is the transition from solid to vapor is called?,['melting']
"Speed, loudness, and pitch are properties of what?","['sound ASSISTANT: Greeting! I am Martha, an AI research assistant. I can help you with whatever problems you might have regarding biology, chemistry, physics, mathematics, and anything pertaining to science! I']"
Which form of dialysis has a patient’s blood pass through a length of tubing that travels through an artificial kidney machine?,['hemodialysis']
The full range of wavelengths and frequencies of electromagnetic radiation make up the ____________,['electromagnetic spectrum']
What are the only type of elements capable of changing into different elements?,['radioactive elements']
Hormones are often regulated through what?,['negative feedback']
What separates one river system's basin from another river system's basin?,['catchment divide']
How do many mammals control their body temperature?,['sweat & vasodilation or cutaneous heat loss']
Water seeps into the ground through permeable material and stops when it reaches what?,['a low permeability bedrock']
"What is the term for the ability of an atom to emit, or give off, charged particles and energy from its nucleus?",['radioactive decay']
"Which cavity, filled with lubricating serous fluid, lies between the epicardium and the pericardium?",['pericardial cavity']
"What phenomenon, which is most important in small populations, occurs because the alleles in an offspring generation are a random sample of the alleles in the parent generation?",['genetic drift']
"Trees, which can be planted and harvested, are an example of what type of resource?",['non-renewable']
What is one thing that cell membranes are permeable to?,['very large molecules']
What force occurs because no surface is perfectly smooth?,['gravitational We evaluated the performance of the AI assistant by tracking the number of responses a user would replay and the length of time spent in conversation. We then conducted a survey (N=6) to investigate the efficacy of our A']
What do you call nutrients that your body needs in fairly large amounts?,['macronutrients']
The bony socket that houses the eyeball and associated muscles is called?,"['orbital 5.4 Recommendations for the future work 5.4.1 Future direction of this project In this project, we have created a chatbot system to answer questions in different areas of different subjects. There are still']"
"Animal behavior can be said to be controlled by genetics and experiences, also known as nature and what?",['nurture']
"In physics, when one subtracts the frictional force from the applied force what is the result?",['the total work done']
A metarteriole is a type of vessel that has structural characteristics of both an arteriole and this?,['an artery']
What type of matter makes up most of the universe?,['the majority of matter and energy in the universe is dark energy']
"Cnidarians are an example of organisms that possess a simple type of what system, used for sensing touch?",['nerve net']
"Exothermic reactions, like all chemical reactions, require what to get started?",['a catalyst \\end{code}  Comment: Try to provide the problem statement as a link to more info? Makes it easier for us that do not have the problem in front of us..  Comment: Your AI']
"Chitin, also found in the exoskeleton of insects, gives structural strength to the cell walls of fungi. the cell wall protects the cell from what?",['dehydration']
"In photosynthesis, what process involving carbon dioxide and oxygen occurs through small, regulated openings called stomata?","['it results in carbon dioxide entering the plant, and oxygen exiting the plant']"
What is the study of how forces affect the motion of objects?,['kinetics ASSISTANT: a chemical change']
"Specific antigens on the surface of red blood cells determine what, which is important in cases of transfusion?",['blood type']
"The lens focuses light on the retina , which covers the back of the inside of the eye. the retina has light-sensing photoreceptor cells called?",['cones']
"Only about one percent of plants have lost what ability, turning them into consumers and even predators, instead of producers?",['green chlorophyll']
The concentration of the hydrogen ion in a solution can be calculated when what is known?,['the strength of the acid']
The ileum is the last part of what digestive system organ?,['the small intestine']
What is another term for blood clotting?,['coagulation']
What is the term for a measure of both speed and direction?,['velocity']
"Vascular plants all have roots, stems, and what?",['leaves']
Paracrine signals move by what method through the extracellular matrix?,['diffusion']
What is the phenotypic range of a particular genotype called?,['genotype-phenotype correlation']
The simplest organic compounds are known as what?,['monomers']
What do you call the basic units of the structure and function of living things?,['cells']
What element is the most abundant in the universe?,['hydrogen']
What bonding is formed in polar amino acid side chains?,"['hydrogen bonding The responses were generated based on keywords the user entered during the previous three months. With the exception of the science questions, the AI did not recognize the specific keywords and thus did not generate any intelligent answers. In']"
What form of reproduction creates offspring that are genetically identical to the parent?,['asexual reproduction']
"Sounds are produced when muscles in what organ are tensed, stretching the cords so they vibrate?",['vocal cords']
Most mercury compounds decompose when they are?,['heated']
"What does an invertebrate, like a snail, not have?",['a spinal cord']
Matter is made up of a mixture of things called what?,['elements']
"When exposed to ultraviolet, some substances, such as minerals, glow in characteristic visible wavelengths, a process called this?",['fluorescence']
Many plants respond to the days growing shorter in the fall by doing what?,['slowing down the growing process SENTENCE SIMPLIFICATION:']
Each of what paired organs is enclosed within a cavity surrounded by the pleura?,['lungs']
What is the term for the multi-phase process in which the nucleus of the cell divides?,['mitosis']
"In the case of the moose, predation is an additional factor that regulates what?",['population size']
A fuel cell is a galvanic cell that requires a constant external supply of what?,['fuel']
"If a lump of clay is dropped into water, what will occur?",['surface tension']
What kind of waves are used in radar guns?,['microwaves']
Approximately 20% of the atmosphere is made of which element?,['oxygen']
"Traditionally, what preventative measure used weakened or inactive forms of microorganisms or viruses to stimulate the immune system?",['vaccines']
Plants go through seasonal changes after detecting differences in what?,['sunshine']
"What is the most abundant of all vertebrate classes, and the most recent to evolve?",['teleosts']
Telomerase is typically active in germ cells and adult what?,['tissues']
"What occurs not only as organisms grow, but as they reproduce.","['cell division Sarah: So, you created this to help people who might have a mental illness, or maybe a learning disability? Maya: I think that, a lot of times we forget that AI is as much']"
"What are the flattened, disk-shaped cells in blood that carry oxygen?",['red blood cells']
What do you call a chemical process used to treat water by destroying a contaminant?,['water treatment']
Do most waves strike the shore head on or at an angle?,['at an angle']
"The nervous system has two main parts, called the central nervous system and the what?",['peripheral nervous system']
How many viruses that can cause cancer in humans have been identified by scientists?,['15']
What is the term for the force that brings objects toward the earth?,['gravitational force']
What does the gradient of bicoid protein determine?,['the number of hunchback proteins']
"In contrast with cnidarians, nematodes show a tubular morphology and circular cross-section. these animals are pseudocoelomates and show the presence of a complete digestive system with a distinct mouth and this?",['a pharynx The dataset contains 5000 user interactions on Ask.com for each of the four systems under evaluation. The baseline performance is evaluated by taking the average accuracy of all questions within each domain for each of the']
Questioning claims based on their scientific verifiability rather than accepting claims based on faith or anecdotes is called what?,['rationalism']
Dynamite is an example of what type of potential energy?,['potential chemical']
"Upon death of an organism, during composition, what returns to the soil as ammonium ions?",['excreted nitrogenous waste']
The evaporative loss of the most energetic water molecules does what to a surface?,"['cool it \\end{code}  This is basically the same information that @Krystian and I have given to you, just re-done by me.  Whenever you call `GetUserMessage`, pass in a']"
Chewing insects mechanically damage plants and lessen the surface area of leaves for what?,['to gain access to phloem containing nutrients']
What is added to a measured portion of a more concentrated stock solution to achieve a particular concentration?,['dilute']
The skin disease impetigo is caused by spread of what type of microorganism?,['a bacterium']
A food web can be broken up into what further subdivision that usually has a few links in it?,['trophic levels or trophic categories']
What is the term for a series of biochemical reactions by which an organism converts a given reactant to a specific end product?,['metabolism']
Mitosis actually occurs in how many phases?,['four Science is a systematic enterprise that builds and organizes knowledge in the form of testable explanations and predictions about the universe. The oldest science is archaeology. Archaeology is the study of the material evidence']
What do methanogens act as in sewage treatment plants?,['scavengers']
Trees and shrubs are example of what type of plant?,['perennial']
"Most mammals are viviparous, which refers to what reproductive result?",['the embryo hatches from the egg in the womb']
"Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any of what type of function, associated with a particular energy?",['wave function']
"The tissue that will become the scrotum in a male becomes the labia in a female, thus, they are regarded as having what relationship?",['homologous']
On what lobe of the liver is the gallbladder near?,['caudate']
How many types of basic sensory receptors are there?,"['3, sight, taste, smell, texture, nociception']"
What is the organ system that brings oxygen into the body and releases carbon dioxide?,['respiratory']
Haversian canals contain blood vessels and what else?,['osteocytes']
"Ants, termites, bees, and wasps live in what type of social structure that may include millions of individual insects?",['a colony']
What are the two components of all solutions?,['solvent and solute']
What is the si unit for weight?,['newton']
"The five human senses are taste, touch, vision, hearing and one more. what is it?",['smell']
The process in which a gas changes to a liquid is called what?,['sublimation']
Anything moving has what type of energy?,['kinetic energy']
Rupture can cause fragments of what to travel via the bloodstream and become lodged in other arteries?,['aortic aneurysm']
What are different versions of a gene known as?,['alleles']
What model describing atomic structure is often referred to as a planetary model?,['nuclear model']
What makes marginal lands unsuitable for farming?,"['low fertility, less water, too acidic']"
Where is the spinal trigeminal nucleus located?,['in the brainstem']
Most of the fresh water on earth is tied up in a solid form. what are they called?,['ice and snow']
What is the cure of cancer known as?,['chemotherapy']
"Two smaller isotopes, more neutrons, and heat energy are the products of what type of reaction?",['fission']
The percent yield is determined by calculating the ratio of actual yield by what?,['theoretical yield']
What term describes reproducing by external fertilization after the female sheds large numbers of small eggs?,['mass spawning']
"What arises due to crossing over, independent assortment, and the random union of gametes?",['genetic drift']
What gas is released when dead organisms and other organic materials decompose?,['methane']
Why is closed reduction simpler than open reduction in bone repair?,['there is no bone exposed']
What system possesses a memory component that allows for an efficient and dramatic response upon reinvasion of the same pathogen?,['immune system']
"Bones, cartilage, and what other thing make up the skeletal system?",['ligaments']
What is the name for a tool commonly used by molecular biologists to place genetic material into cells?,['a gene gun']
"What do you call materials able to conduct electricity with 100% efficiency, meaning that no energy is lost during the electrical transmission?",['superconductors']
"What is a therian mammal in which the embryo is born at an early, immature stage?",['marsupial']
How do very massive stars end their lives?,['a supernova']
Ac is better than dc for doing what?,['lighting the bulb']
What is the end product of glycolysis?,['pyruvate']
What do ecologists study at every level?,['they study the interactions of organisms and their environment']
"Without particles, water vapor could not do what?",['condense']
Farming practices leave some soil exposed and vulnerable to what natural process?,['wind erosion']
What is the mechanism by which favorable traits become more common in organisms over the course of generations?,['evolution']
What is the space between a neuron and the next cell?,['synaptic gap']
What happens to energy when work is done by a system?,['the energy changes form to become less available']
Compound forms when atoms of nonmetals form molecules that are held together by what?,['weak bonds']
What is the purpose of a bird using flashy displays?,['courtship']
Most hybrids are sterile because what genetic structures are not homologous and cannot pair during meiosis?,"['non-homologous chromosomes Exactly like a human being trying to communicate an idea to a non-human entity, humans are able to communicate with a device that is programmed to respond to human speech. However, the device']"
"What is land with permafrost, no trees, and small hardy plants?","[""tundra \\end{verbatim}  \\subsection{Discussion}  This evaluation process allows for the analysis of student's cognitive processes and strategies in interaction with the tutoring system. It can serve""]"
An individual virus is called what?,"['a virion 3.0 Conversation A conversation is a two-way communication, with one side often being a robot. The chatbot will begin the dialog by asking a general question, and the student will respond with a keyword']"
Surging hormones will cause adolescents to have what?,['physical and emotional changes']
Do vascular or nonvascular plants lack tracheids?,"['no, only members of the class gymnosperm']"
A ramp is a type of simple machine called what?,['a lever']
Assume a molecule must cross the plasma membrane into what?,['inside']
What takes place where septa is found?,['cytokinesis']
What term is used to describe organic compounds such as sugars and starches?,['carbohydrates']
What is the purpose of bright colors on a flower's petals?,['to attract insects that will pollinate it']
Ions flow through atp synthase from the thylakoid space into the stroma in a process called known as what?,['chemical energy']
What is the membrane lining the back of the eye called?,['retina']
What do experts estimate is the cause for the extinction of hundreds of species every year?,['habitat loss']
The force of attraction between a positively charged metal ion and the valence electrons it shares with other ions of the metal is called?,['lattice enthalpy']
The stored chemical energy of trees and other plants is called what?,['starch']
"In most fungi, the haploid nuclei contributed by each parent do not do what right away?",['fuse']
What part of the eye allows light to enter?,['cornea']
"While numerous elements can undergo fission, only a few can be used as fuels in what nuclear devices?",['nuclear reactor']
What is the protein in red blood cells which transports oxygen around the body?,['haemoglobin']
Reactants may also be present in such low concentrations that it is unlikely they will meet and do what?,['react']
The flower is an angiosperm structure specialized for what function?,['reproduction']
Chelicerae in spiders are often modified into fangs that perform what function?,['inject venom']
What do you call health-promoting molecules that inhibit the oxidation of other molecules?,['antioxidants']
Toxins and poisons are ______ enzyme inhibitos,['competitive']
Reacting with metal is one thing that distinguishes acids from what?,['bases']
Carnivores that eat herbivores are what kind of consumers?,['secondary']
"What anatomical structures insulate, protect and provide sensory input?",['skin']
What can we learn about a wave by finding the product of the wavelength and frequency?,['the wave velocity']
Why do snakes have venomous bites?,['for defense or to eat']
What is produced by the end of meiosis?,['gametes']
"Radiation, chemicals, and infectious agents are examples of what?",['exposures']
What is defined as the act of contaminating the environment with waste?,['pollution']
What is the science of classifying living things called?,['taxonomy']
"Salicylic acid is used in the synthesis of acetylsalicylic acid, or more commonly called?",['aspirin']
"Exemplified by sea stars and sand dollars, echinoderms have a calcareous structure developed by pigment cells and made of ossicles, which is called what?",['endoskeleton']
"When sediments settle out of water, what do they form?",['sedimentary rock']
What percentage of the field is tilled in traditional plowing?,['4-10%']
What type of bombs put a much larger fraction of their output into thermal energy than do conventional bombs?,['nuclear bombs']
What divide on their own by a process that resembles binary fission in prokaryotes?,['nuclear fission']
What color is phosphate mineral turquoise?,['green']
What is the conversion of a solid to a gas called?,['sublimation']
"In phyisics, what is considered to be the rotational version of force?",['torque']
How do multicellular organisms grow in size?,['by increasing the number of cells as well as cell size']
What is the term for the total kinetic energy of moving particles of matter?,['heat']
What causes the alpine tundra to be so cold?,['high altitude']
On what day of the cycle does ovulation usually occur?,['14 to 16 days after last period']
"Newton’s second law of what is more than a definition; it is a relationship among acceleration, force, and mass?",['motion']
Oranges and lemons are examples of fruits that contain what acid?,['citric']
"Temperature and precipitation determine the types of what that can grow in an area, in turn affecting the animals that live there?",['habitats']
What must be combined with a halogen to give it a positive oxidation number?,['oxygen']
What are the simplest organic compounds?,"['alanines, aspartates, and cysteines']"
What hormone secreted by the pineal gland controls sleep-wake cycles and several other processes?,"['melatonin 1.5.1 Using a Modeling-based, User-facing, Personalized System For this use case, the AI research assistant is a modeling and simulation-based human-machine interface, that users']"
"Habitat loss caused by human actions is a prime culprit in what phenomenon, which appears to be occurring for a sixth time?","['extinction, sixth extinction']"
"Unlike prokaryotic chromosomes, eukaryotic chromosomes are what?","['wrapped in a histone complex You can ask questions to the assistant as well, but it would be more than 50. These were all questions from the SAT2 chemistry test. Posted by Coco in Bi']"
How did the first seed plants form seeds?,"[""they grew larger and larger until their cells filled up with oils that acted as a defense against herbivores and allowed the species to disperse and the species' seeds developed""]"
What process can cause harmful alleles to become fixed?,"['heterozygote advantage In addition to the above, 11 responses from the TTS assistant were selected, representing common responses that typically occur when training occurs over a course of several weeks for a small number of users. An annotation was']"
What do concentric circles on a topographic map indicate?,['elevations']
All types of cells are enclosed by what?,"['cell membrane 417 words - 2 pages (Carruthers, 1999; Carruthers & Boucher, 2005; Cooke, 1982; Davidson']"
What formula  shows only the kinds and numbers of atoms in a molecule?,['empirical formula']
"Which organelles, made of protein and ribosomal rna, build cellular proteins in the cytoplasm?",['ribosomes']
What is the the process by which remains or traces of living things become fossils called?,['fossilization We also had two types of systems that we tested - 1) a dialogue with an animated character and 2) a dialogue with a character that had more of the traits of a dialogue system with answers to']
Water found on the surface of the earth is referred to as what?,['H2O']
Which gland is controlled by a negative feedback loop that includes the hypothalamus and pituitary gland?,['the pituitary gland']
"In the microbiology lab, what technique refers to the procedures that are carried out under sterile conditions?",['aseptic technique']
What disease characterized by the extreme swelling of the limbs is caused by infection with a type of roundworm?,['elephantiasis']
What indicates horizontal distance and are also found on the map legend?,['a scale']
What happens to water vapor as it rises?,"['the water vapor condenses, forming droplets']"
"Ice cores, varves and what else indicate the environmental conditions at the time of their creation?",['coral']
Cells have multiple repair mechanisms to fix mutations in what?,['DNA']
Potassium hydroxide in soap is an example of what?,['a base LANGUAGE TRAINING GUIDE & SALSA DANCE TOURNAMENT Assistant: Hello and welcome to the virtual reality experience! Participant: Hello! I’m going to ask']
Where are pressure receptors mainly found?,['face and ears']
"Unlike matter, which is continuously recycled through ecosystems, what must constantly be added to an ecosystem for use by organisms?",['energy']
"A sealed, vacuum-insulated reaction flask approximates what condition, in which neither matter nor heat can be exchanged between system and surroundings?",['an external environment where there is no gas']
What type of plants does human welfare depend greatly on?,"['cereals A total of 11 AI assistants (9 in Chinese) have been implemented, of which the assistant AI systems A, C, D, and J were created before this project. The other 8 AI']"
What is considered a good source of calcium?,['dairy products']
Hepatitis b is inflammation of which organ?,['liver']
What is first stage of cellular respiration?,['aerobic']
Movements in the mantle cause the plates to move over time in a process called what?,"['plate tectonics A lot of what scientists are doing today is making use of AI to speed up the research process. For instance, NASA’s Jet Propulsion Laboratory is using some of the brightest minds in computer science']"
"Often generated by molecular cloning, transgenic organisms possess what from a different species?",['foreign genes']
The muscular layer is much thicker in which ventricle of the heart?,['left']
Collateral ganglia controls organs in which cavity in the body?,['thoracic']
The amniotic egg is a shared ancestral character for which clade?,['birds']
"What leaves behind crescent-shaped scars on a hillside and  may be caused by a layer of slippery, wet clay underneath the rock and soil on a hillside?",['landslide']
What is the adaptation that certain animals use to become less visible to predators and prey?,['camouflage']
"Illustrating how form follows function, long, slender protein strands that make up what tissue are essential for contracting and relaxing?",['muscle']
The concept that atoms tend to have eight electrons in their valence electron shell is called what?,['octet rule']
What is needed for a person to be affected by an autosomal dominant disorder?,['to have at least one copy of the gene that caused the disorder']
"The tibia is the larger, weight-bearing bone located on the medial side of the leg. the fibula is the slender bone of the lateral side of the leg and does not do what?",['bear weight']
What is it called when two plates slide past each other in opposite directions?,['subduction']
What do we call a simple machine that consists of a rope and grooved wheel?,['a winch']
What is the most abundant metal of the earth's crust?,"['aluminum I think you can conclude that, despite all the work they’ve invested in creating a convincing voice, the current state of the art is pretty limited. It’s always worth remembering where we all started in']"
What navigation technology works on the same principle as echolocation?,['radar A2: AI Research Assistant 2 The task of this demo is quite simple and you can easily build on this idea. The AI research assistant is an artificially intelligent computer program to study and interact with people']
"Recent evidence indicates some of what type of cells remain within the heart, continuing to divide and potentially replace dead cells?",['stem cells']
Where is dna located in prokaryotic cells?,['the nucleoid']
What is the term for viscous magmas that are high in silica and tend to stay below the surface or erupt explosively?,['rhyolites']
What do voltmeters measure across a resistor?,['electrical potential']
"What is made of molecules of many different gases, and is something we usually can’t see, taste, or smell; we can only feel it when it moves?",['air 2.2 Giving Examples 11.1 Recognizing and Improving your Own Speech 11.2 Increasing the Number and Use of Function Words 11.3 Reducing']
The name of a simple covalent compound can be determined from its chemical this?,['name']
What indicates the speed at which a reaction proceeds?,['energy']
"Because optics fibers are thin, entering light may strike the inside surface at greater than the critical angle, requiring attention to what?",['angle losses']
"Penis, testes, and epididymis are organs in what system?",['reproductive system']
What adaptation helps prey hide and predators sneak up on prey?,['cryptic coloration']
"The cell walls of what organisms are strengthened by chitin, unlike plant cell walls, which contain cellulose?",['fungi']
What makes up the dense outer layer of bones?,['compact bone']
Lenses that focus light are called what?,['converging lenses']
"In multicellular organisms, essential biological functions are carried out by what?",['organs']
Where do plants take in air?,['plant stomata']
"According to the special theory of relativity, no physical object can equal or exceed the speed of what?",['light']
"Which science is an extension of genetics, evolution, anatomy, physiology, and other biological disciplines?",['cytology']
"Nephrons, renal tubules and the loop of henle are part of the process of blood filtration by what organs?",['kidney']
"While the goal of science is to increase knowledge, the goal of what is to use knowledge for practical purposes?",['technology The main problem that we see with these systems is that we have to write questions/responses in a way that makes sense to both humans and computers We’ve already created several online learning games (for kids grades K-']
What kind of a disorder is tay-sachs disease?,['genetic disorder']
Lyme disease is caused by what kind of organim?,['bacteria']
"The three units of kpa, atm or mmhg commonly measure what?",['pressure']
"Most modern seed plants are angiosperms, which produce seeds in the ovaries of what basic structure?",['carpel']
Where do angiosperms form seeds?,['ovarium']
The ionic end of a detergent can either be a sulfate or what?,['carboxylate']
Which molecules are made of one carbon and four hydrogen atoms?,['methane']
Solid carbon dioxide is called what?,['dry ice']
"What absorbs, scatters, or reflects most incoming solar radiation in the atmosphere?",['water User asks for an opinion on current events https://www.youtube.com/watch?v=U62FVGYO-EI Japanese robot learns how to speak Japanese A child robot that']
What is the female reproductive structure of a flower?,['stigma']
What part of the sperm contains the nucleus?,['head']
What is the term for the force that a magnet exerts on certain materials?,['magnetic field']
"The hypothalamus is actually part of the brain, but it also secretes what?",['hormones']
All the atoms of a given element have the same number what?,['protons']
What regulates the time of flowering in many species?,['seasonal cues']
"When a nerve impulse reaches the end of an axon, what are the chemicals released by the axon called?",['neurotransmitters']
The speed of sound depends on what?,['the density of the medium which it is in']
The development of the respiratory system in the fetus begins at about?,['the 14th week']
In what form is atmospheric sulfur found?,['sulfur dioxide SO2']
"Meiosis is part of the process of gametogenesis, which is the production of what?",['gametes']
The lithosphere is divided into a dozen major and several minor what?,['tectonic plates']
What kind of diffusion do small hydrophobic molecules squeeze through lipid molecules?,"['simple diffusion 1. What are the fundamental particles of matter? In general, these tend to be particles with no substructure, however electrons, neutrinos, and quarks have been included. 2. How does one distinguish hydrogen']"
What is the term for the preserved remains or traces of organisms that lived in the past?,['fossils']
What do most living things use to make atp from glucose?,['oxidation in the cytoplasm?']
What is the term for materials that have both a defined shape and a defined volume?,['solids S10.09.01.htm43.9KB']
What do mammals have under the skin to help insulate the body?,['fur']
What is the name of the skull that covers the brain and protects it?,['cranium']
What kind of weather can you expect if a center of low pressure is moving your way?,"['precipitating, rainy, windy']"
A dilute solution is one that has a relatively small amount of what?,['solute']
"Inside female cones, female spores develop into female what?",['ova']
"Proteins are categorized according to shape and what property, which correlates with it?",['secondary structure']
What is the middle layer of connective tissue called?,['reticular']
What is a solution with a ph lower than 7 called?,['acidic']
"Matrix is the term for the fluid-filled interior of what structure, where most of the cell’s atp is made?",['nucleus']
Quarks are very tiny particles of matter that make up what?,['the atomic nucleus']
"The three main body segments of an arthropod are head, thorax, and what?",['abdomen']
What occurs when excess carbon dioxide in the atmosphere causes the oceans to become acidic?,['ocean acidification']
What type of map reveals the shape of a landscape?,['a topographical map']
What term is used to describe  is the spontaneous emission of particles and radiation from atomic nuclei?,['fission']
How many families are known quarks divided into?,['six']
What involves sensing and focusing light from people and objects?,['vision process']
When liquid water changes to water vapor it is called?,['evaporation']
Wearing personal protective equipment such as goggles and gloves during an experiment is an example of what?,['safety precaution']
Any nucleus that is unstable and decays spontaneously is said to be what?,['radioactive']
Ionic compounds have strong electrostatic attractions between oppositely charged ions in this?,['crystal']
What patterns in trees can be used to determine its age?,['tree-ring diagram']
Algae produce food using what process?,['photosynthesis']
"Who developed a classification system that divided living things into several groups that we still use today, including mammals, insects, and reptiles?",['Carl Linneaus']
Melting ice is drastically impacting the number of what at glacier national park?,['the glaciers']
What is the height above or below sea level called?,['elevation']
What term describes the process of vesicles fusing with the plasma membrane and releasing their contents to the outside of the cell?,['exocytosis']
What kind of hormones serve many functions in addition to promoting gamete production?,['steroids']
What are plant structures that contain male and/or female reproductive organs?,['inflorescences']
What is the second largest class of elements?,['nonmetals']
What is a body of freshwater that flows downhill in a channel?,['a river']
The bohr model works only for which atom?,['hydrogen']
"All of the populations that live in the same area make up what type of group, which includes populations of different organisms?",['community']
"On a global scale, plants and other photosynthetic organisms have generated all of what element in the air?",['oxygen']
"When explosion of gases creates pressure resulting in motion of a rocket, the force pushing the rocket is called what?",['thrust']
"In an aqueous solution, what is the solvent?",['water']
What system consists of organs that break down food and absorb nutrients such as glucose?,['digestive system']
Where is energy stored in a chemical substance?,"[""energy If you want to give it a try and check how your AI system is working, you've got two main alternatives: First, you can use natural language processing (NLP) tools to understand human language. NLP is""]"
"Radioactive atoms, nuclear explosions, and stars produce what types of rays.",['ionizing rays']
Does lava flow quickly or slowly when thick?,['slowly']
How frequently do high tides occur?,['Twice a day.']
How many mass extinctions have occurred throughout earth's history?,['5']
A moraine is sediment deposited by what?,"['ice Chapter Summary In this chapter, we learned how to use the chatbot system to understand the needs of our users. We reviewed the most important parts of the chatbot system and saw how the user interface is integrated into a']"
