question,answer
What are procedure codes terms in coding?,"['Terms of procedure (TOP), also referred to as procedure codes (PC), are the official terms from the CDT (Current Dental Terminology) manual.']"
how many asian indians live in usa,"['As of 2006, the estimated population of Indians in the United States stood at 2,651,422, which includes first and second generation immigrants of Asian Indian origin.']"
how jameson irish whiskey is made,"['The oldest Irish whiskey distillery is Cooley, established by John Hughes in 1987.']"
how do insulin syringes work,['Syringes are medical instruments used to inject drugs or liquid into the human body.']
HOW MUCH IS CENTAVOS IN MEXICO,['The Mexican peso is the unit of currency of the United Mexican States (Mexico).']
what became of rich on price is right,"['During this time, the show was on CBS, and contestants were asked to do a game called Plinko. The Plastics (a group of four) got the lowest score on that game, then played a game which involved guessing the']"
what are some six sigma tools used,"['Six Sigma is a method for improving the capability of a process. The term ""six sigma"" was coined in the manufacturing industry in the 1970s and 80s as an approach to defining the']"
what is the oath of allegiance of the united states,"['All immigrants must take an oath of allegiance upon entering the country, saying (among other things): I hereby declare, on oath, that I absolutely and entirely renounce and abjure all allegiance and fidelity']"
what does hair testing show,"[""Hair drug testing is a urine alternative method for detecting drug test abuse by determining the hair shaft of a person's scalp to find drug traces in a person's system.""]"
when did proof die,"['He died on October 20, 2006, in Atlanta, Georgia, of an enlarged heart.']"
where was hillary clinton born,"['Hillary Diane Rodham Clinton (born October 26, 1947) is an American politician.']"
WHAT YEARS WAS THE C5 VETTE PRODUCED,"['Production of the C5-generation Corvette began in August of 1999, and after a production run of 342,692 vehicles, production ceased in May of 2004. ']"
What Is Range in Math,"['Range is the difference between the highest and lowest number in a set of data. In order to calculate the range, add the highest two numbers in the set, and then subtract the lowest two numbers in the set.']"
what does righteousness mean,"['Exhibiting integrity and moral uprightness, especially in relation to God, religion, or law. user: who was the first president ASSISTANT: George Washington, 1789–1797,']"
where is La Palma africa,"['La Palma is an island in the Atlantic Ocean belonging to the province of, Canary Islands, Spain. In 2007, 87,227 people lived on the island, and its area is 708']"
what part of the pig do pork chops come from,"['In the case of pork chops, cuts are loin chops and leg chops based on what part of the pig is chopped and sold by butchers']"
what species is a spider,"['The spiders (Clase Arachnida, Orden Arachnida) constitute a diverse taxon of araneomorph arthropods, with around 46,944 described species.']"
what is nicki minaj real name,"['Onika Tanya Maraj ""Nicki Minaj"" was born on December 8, 1982, in Saint James, Port of Spain, Trinidad and Tobago, and raised in Jamaica, Queens.']"
what religion is primary in africa?,"[""Islam is the world's second largest religion.""]"
who said tv is a vast wasteland,"['Marshall McLuhan, the Canadian communications and media theorist, delivered his famous 1967 quote at the University of Texas at Austin stating: ""The medium is the message.""']"
what is stent surgery,['The purpose of stenting is to keep the openings in arteries wide enough to allow sufficient blood flow.']
who wrote west side story,['Leonard Bernstein composed the score and contributed lyrics for a few cues.']
