question,answer
what is atherosclerotic heart disease,"['atherosclerosis is a disease of the lining of the artery system that causes clogged or hardened arteries, often causing heart attacks.']"
what was the first year of kentucky derby,['A Kentucky Derby (in the United States ) is held on the first Saturday following the first Sunday in May. The winner will be the favorite and get that many bonus points. In this case that would be the 2011 Kentucky Derby where reigning champion Triplett']
what is a newsgroup message,"['In the early days of Usenet, group postings were the primary means of communication among users. This format still prevails on the net today.']"
what does uncle sam represent to the american people,"['Uncle Sam (or Uncle Sam) is a character in the fictional folk-tale The Cremaster. A Cremaster is a character which represents the Americans on Earth for the benefit of foreign, rather than native, humans; such as the']"
what state was john mccain a senator in during the 2008 election,['California']
what is the erb/heart,['The erb is a large puddle of water. The heart is a deep dark pit or pool of water. Both are often used as metaphors for emotions or thoughts. Also known as an ero and an eh.']
who is the founder of twitter,"['Twitter was founded in 2006 as a microblogging site to enable people to share text, voice, and audio through a single network. In 2007, Twitter was acquired by Twitter Holding, Inc., which became part of the Verizon Wireless and began to support']"
what is preciosa crystal?,"['Preciosa is a crystalline form of water used to produce and maintain the crystalline quality of concrete, bricks and mortar.']"
what is the function of the liver,['The liver is a hollow organ that is the first organ of the two main body organs in all vertebrates.']
when did the movie deep blue sea come out,['Released in December 1978.']
WHAT IS PARESTHESIAS OF HANDS,"['The paresthesia of hands is an imaginary hand, which may be used as the physical representation of an animated hand.']"
what is the type of democracy in which all citizens have the right to make  government decisions,"['The United States of America established democracy and the rule of law as core ideals for its government after the English Common Law. The government maintains democratic institutions such as free speech and assembly of its citizens. In countries with multiparty systems, the main political party']"
when was Mary Anderson born,"['Mary F. Alexander was born on July 9, 1885, in New Canaan, Connecticut, to Abraham and Catherine Anderson in a small town with a population of 508.']"
what is nicki minaj real name,"['The popular voice actress responsible for the iconic Nicki Minaj, formerly known as Lil Kim, has adopted her surname from actress Patricia Arquette.']"
what is the main component of vaccines,"['The main component of vaccines is usually a series of two proteins, typically a cellular strain of influenza A (like swine flu) and in the case of some pneumococcal vaccines, a strain of pneumococcus.']"
when was How the west was won filmed?,"['When How the West Was Won was filmed in 1969. The original cast and crew members were: John Wayne, Richard Widmark, Jean Arthur, Ed Asner, Steve McQueen, and, best known to the wider public for his role in the']"
What are the lateral and median apertures of the brain?,['The lateral (side angle to the direction of motion) and median apertures of the brain are separated by the foramen magnum.']
what is a notary for,"['A notary is an expert in the law who performs oral, written, and documentary functions. They are often referred to as certified public accountants (CPA).']"
who wrote second corinthians,['Plato wrote the work. He lived around 327-323 B.C and was a Greek philosopher and historian.']
what would be the deliverables,"['The deliverables consist of a full set of instructions, a set of directions, and a set of pre-scored cards that can be stacked into a case which contains 10 cards for each of the four grades for the assignment. For a one hour']"
who sang momma told me not to come,"[""The song'Mommy Told me not to Come'was recorded by the pop group Boyz II Men and released in 1978. The song was written in response to the decision of a UK radio station to drop the song from their playlist over parental""]"
what does alkali do to liquids?,"['Alkali is used as a degreasing or rust preventative in foods, such as meat, poultry, produce that are often consumed at the table (e.g. potatoes, vegetables, onions), fruit juices and tea. :']"
WHere is a famous alluvial plain,"['The alluvial plain in western North America is a basin of loose and sandy soil extending into a region of lakes that appear in the form of valleys. The region consists of areas that were once drained for agriculture: prairies, deserts, marshes']"
what is the la tour de france,"['France is not a country but a state, in a continental region of Europe and is separated north by the English Channel to the south; it is bounded by the northern part of the British Isles to the east, Scotland and England to the west, and']"
how does a dim sum restaurant work,"['Restaurants typically employ a single host, two servers, and two or more cooks, depending on the cuisine and number of customers they serve.']"
how is jerky made,['Jerky is a meat product manufactured by the meat manufacturers and sold commercially under the trade name jerky.']
what are d.o. of medicine,"['d.o. is the abbreviation for deoxyribonucleic acid, the principal structural molecule of the DNA.']"
when to use semicolon,"['In a list of nouns, use a semicolon wherever you might use a comma in normal writing, such as in ""The two boys took a trip to California."" However, use a semi-colon only when it is part of a']"
where was hillary clinton born,"['Hillary Clinton was born in Chappaqua, New York, in 1940.']"
Where Elephants Live,"['They live mainly in a patch of woodland between the foothills of the Himalayas and the Indian states of Punjab, Afghanistan, and India ; it is also sometimes referred to as the Elephant Country.']"
What are procedure codes terms in coding?,['Code terms refer to the specific procedures within a program or system. They can often be used to identify any aspect of a system without reference to any particular object in the system (although that object may be identified as a part of other items in the system']
WHAT IS A FY QUARTER,['A FY Quarter is the quarter panel which protects the headliner to protect it from damage while driving. This section of the fender is often left uncovered by the drivers in a very wide variety of modern automobiles (many of which have had such panels installed']
what were 3 important things that douglas MacArthur did?,"[""Eisenhower was the 38th president who led the Allied forces in World War II. He used a three-phase strategy to win the war, which in the early stages began with the invasion of France in '39 and ended with the liberation of Paris in""]"
what are land parcels,"['Parcels of ground are legal rights acquired by the acquiring organization that allow them to acquire and use a lot of land in a specified area, often defined by a definite legal description. Parcels of land are typically defined as any contiguous area that']"
what did tycho brahe do,"[""Tycho Brahe (March 15, 1500 – September 11, 1650) is considered the father of modern astronomy and science. Brahe was a Danish astronomer, mathematician, and physicist. For centuries, Brahe's discoveries paved the way for future""]"
what is the population of san francisco,"['San Francisco is the 4th and largest city in California, with a population of approximately 8.3 million residents according to the California Department of Finance website.']"
what species is a spider,"['The spider genus Theridiidae, also known as Australian huntsman spiders or brown spiders, are small, terrestrial orbweavers of tropical and subtropical locations. They have two pairs of legs, which are often used as a ""wing"" to']"
what is chep pallet,['A large area-wide flat surface typically containing a selection of plastic crates used for shipping cargo. It is commonly used in conjunction with an assembly line in a container and is used extensively throughout this site.']
what is homebrew for wii,"['homebrew is the term for a home-brewed beverage, usually a pale lager or stout, made by the process of using home-brew ingredients or equipment that are not approved for commercial application by a craft brewery.']"
what is in fruitcake,"['Fruitcake is a type of bread pudding, a combination of sourdough dough and fruit, baked in a shallow pan which is often accompanied by a fruit, usually a banana or mango.']"
what is doxycycline hyclate used for,"['Doxycycline hyclate (also referred to as doxy, or cyclor, as it was originally a brand name) is a prescription anti-infective and antiseptic used to treat fungal infections, including a wide variety of']"
what year was christianity introduced to sub-saharan africa,['Christianity was introduced to the eastern half of sub-saharan africa in the mid to late 1500s through the conversion efforts of the British colonial regime.']
What does Human sperm consist of?,"['Human sperm consists of 46,000 nuclei, which are produced mostly as a result of the process known as meiosis, the recombinational synthesis of the two strands of chromosome 21. The human body makes 2.6 million sperm each year.']"
who won the 1967 nba championship,"['Michael Jordan, a free-throw shooting forward for the Chicago Bulls, was awarded the MVP award in the 1967 NBA Western Conference Semi-finals after averaging 35.4 points per game to lead his team to a 3-2 victory. :']"
how many days are in a leap year,['Leap years are defined as: January 1 31 December 31 25 March 25 14 April 14 23 June 23 31 August 31 31 September 31 31 October 31 31 November 31 31 December 31']
what is the color puce,['The color puce is classified as a neutral shade. It is one of three colors used in the painting of the original James Bond film series.']
who is Dr. JB Danquah,"['Dr. JB Danquah is a professor of philosophy at UCLA. In 2008, he authored The Ethics and Social Implications of Human Evolution (2012, Oxford University Press) and has written extensively on the theory of natural selection. :']"
what is the definition of a map,"['A map (or cartographic instrument) is a device used to display, describe, and identify geographic features, as well as geographical or political features such as roads, rivers, highways, etc..']"
when did spongebob first air,"['The first air shows aired in 1958 but the first actual air shows aired on May 23, 1958, as American Airdrome #39 in San Jose, California.']"
what are points on a mortgage,"['The basic mortgage rate is a loan rate set by a loan holder, such as a mortgage bank, the mortgage company or a consumer finance company, using its own internal valuation criteria based on the length and characteristics of the mortgage in question. :']"
how was the president involved in the gulf war,"['the secretary of defense signed a formal recommendation to approve the U.S. involvement in the Gulf War on May 3, 1991; this action formally entered the United States into the conflict.']"
what school did Zach Thomas play for before making it in to the NFL,['Tom Wilson - the quarterback played for both the San Diego Chargers and the Houston Oilers.']
what is the measurements of saturn's moons,"[""Saturn orbit has an elliptical orbit. Its most distant moon, Titan, was discovered in September 2007 making a flyby in August 2007 and passing at about 6,200 miles. Its next closest was at 0.85% the distance of Earth's""]"
where is the tibia location,['The tibia can be found about an inch to one foot beyond the pubic bone. This is the location of the knee.']
how do insulin syringes work,"['insulin syringes are small needles, with a needle tip that protrudes above the syringe, that contains a small volume of insulin. When the insulin is injected, it will cause the syringe syringe to move from its resting position to the']"
how a water pump works,"['This video shows how the water pump operates. It is useful particularly to new engineers, technicians and electricians. A series of clips is then presented, followed by explanations of the techniques being introduced.']"
