question,answer
what makes of the united states,"['The largest manufacturing industries in the United States are petroleum, steel, motor vehicles, aerospace, telecommunications, chemicals, electronics, food processing, consumer goods, lumber, and mining. :']"
What happened during the Starving Time in Jamestown?,"['The Starving Time in Jamestown colony was a particularly harsh winter, from December 1609 to May 1610, in which many of the 500 original settlers of Jamestown, Virginia']"
what state was john mccain a senator in during the 2008 election,"['McCain was elected to office during U.S. Senate terms, starting on 25 January 1987 and served two full terms and one partial term until 2008.']"
what species is a spider,['A spider is any wingless arachnid of the order Araneae.']
What Is Range in Math,['Ranges in mathematics consist of ordered pairs of real numbers.']
what is the fundamental theorem of calculus used for,['The fundamental theorem of calculus is as follows: The definite integral of a continuous function from a to b with respect to a parameter is independent of the value of the parameter in the range from a to b.']
what is general chu chicken,['Chu Chu is a fictional chicken created by the British comedian Terry Jones in 1968 and was part of a television comedy sketch.']
who wrote the song for star wars,"['It is best known for its soundtrack by John Williams, released in 1977 by 20th Century Fox, and is recognized as one of the best film scores in history.']"
What is the prostate for?,['It produces alkaline fluids which form part of the semen.']
what is atherosclerotic heart disease,['Atherosclerosis is the medical term for the build-up of plaque in the arteries.']
what relates to erosion,"[""In the science of geology, erosion (or weathering is the process of changing a rock's physical structure by the transporting and depositing of that rock from one location to another.""]"
where is cougar town filmed,"['Cougar Town was filmed in Glendale, California, at the Warner Brothers Studios. In July 2011 and January 2012, taping was done at the CBS Television Studio in New York City.']"
what is sodium hypochlorite solution,"['Sodium hypochlorite is an inorganic compound with the formula NaClO, the simplest well-known chlorinating agent.']"
what is google openid,"['An open identity system like Google OpenID is based on technology called the OpenID Identifier Provider and the OpenID Attribute Exchange protocols, which can be used to implement one way, 2 way, and 3 way federation of identities']"
where is the 2011 mlb all star game location,"['The 78th Major League Baseball All-Star Game was scheduled to be held at Chase Field in Phoenix, Arizona.']"
what is homebrew for wii,['A console game console ROM (game) is a ROM containing the software for running interactive games on a game console.']
who are all of the jonas brothers,"['The Jonas Brothers (often simply credited as the Jonas) are an American pop rock band. Originally formed in 2005, they gained their initial fame from the Disney Channel television network through the Disney Channel Original Series ""']"
when did ms .drgs go into effect,"['The Medicare Prescription Drug, Improvement, and Modernization Act of 2003 was signed into law by President George W. Bush on December 8, 2003']"
what is the actresses name that played in walk that line?,"['Reese Witherspoon and Robert Pattinson portrayed Cash, in a film adaptation of the biography by Robert Hilburn.']"
who is the founder of twitter,['Jack Dorsey is a businessman and developer of web applications and technology. He is the son of Pamela Mahoney and Christopher Dorsey.']
where is the brisket from,"['The word Brisket comes from the Yiddish word for ""cut,"" and in modern American usage, refers to the large cut of meat from the breast of a cow, especially when used as a central feature in Jewish cuisine, bar']"
what is the la tour de france,"[""Le Tour de France (nicknamed The Tour) is the most famous and prestigious of cycling races, and the world's most-viewed sporting event.""]"
when did spongebob first air,['SpongeBob SquarePants is an American animated television series created by marine biologist and animator Stephen Hillenburg of the Nickelodeon network in the United States.']
