question,answer
what is nicki minaj real name,"['Minaj was born Onika Tanya Maraj in St. James, Trinidad and Tobago on December 8, 1982.']"
what year was christianity introduced to sub-saharan africa,['Christianity first arrived in Sub-Saharan Africa in the 1st or early 2nd century AD.']
what is atherosclerotic heart disease,['Atherosclerotic heart disease arises due to the formation of plaque inside the coronary arteries.']
how many numbers on a credit card,"['In the U.S., a credit card number is a 15-digit number that is imprinted or embossed, encoded, or a combination of the two, on the physical plastic card.']"
what is a google in math,"[""A google is a unit of information amounting to about one quadrillion megabytes - that's one ginormous amount of data.""]"
when was pokemon first started,['Pokémon Red and Green were eventually remade into Pokemon Blue.']
who did mr bojangles,['Mr. Bojangles is a popular song written by Jerry Jeff Walker and first recorded by him in 1968. It was the title of the b-side of a single by Walker (Columbia 4-445']
who is on blink 182 album cover,"['The name ""blink-182"" was inspired by a dog from the 1975 film, ""My Dog Skip."" It was also the name of the local venue in Poway where the band used to practice.']"
who was mr big on sex and the city,"['In a 2004 interview, director of Sex and the City, Michael Patrick King explained the realization of Mr.']"
where is cougar town filmed,['The show is filmed in Culver Studios.']
when was Mary Anderson born,['Mary Anderson was an early inventor who invented the windshield wiper.']
how did david carradine die,"['On June 4, 2009, the body of Carradine was found by a maid in Suite 688, the Chateau Marmont apartment hotel where he had resided since May 20']"
What is a 28 day cycle?,"[""Menstrual cycle disorders may appear throughout a woman's reproductive years and can affect menstrual cycle length, frequency and regimen (a regular rhythmic recurrence of a phenomenon).""]"
"what is the concept of ""wellness"" ?","['Wellness is generally used to mean a healthy balance of the mind, body and spirit that results in a dynamic state of being.']"
who sang I want to dance with somebody,"['A posthumous version of the song with Stevie Nicks singing background vocals was released as the lead-off single in 1990, becoming the first number one song in the United States by a solo artist.']"
how many mvps has kobe bryant won,"['The 2007–08 season gave the Lakers a fourth-place regular-season finish with a 57–25 record, the best in the league.']"
what is petit lemans,"['The 4 Hours Petit Le Mans is the first race of the United States Road Racing Championship (formerly the American Le Mans Series, 1999–2013) to be held at the new 3.9']"
