question,answer
HOW MUCH IS CENTAVOS IN MEXICO,"['Peso (Mexican peso) (Mexican currency sign: MXN, ISO code: MXN), is the currency of Mexico.']"
what type of land is savannah,"['A savanna or savannah () is a semi-arid grassland, found mainly in Africa.']"
when was the tacoma bridge collapse?,"['The collapse of the Tacoma Narrows Bridge was a structural failure that occurred on November 7, 1940, when a 1,800-foot (550 m) long suspension bridge sp']"
who wrote the song for star wars,"[""The Star Wars musical soundtrack of music and sound effects written by John Williams, and the film's use of classical music and its leitmotif technique that accompany the emotions of characters, has become as well known as the plot of""]"
what are some legal uses of meth,"[""Methamphetamine is a banned substance in sports competition in the United States and the International Olympic Committee's banned substance list, which applies to all Olympic, Paralympic, Commonwealth and Pan American sport.""]"
what can be powered by wind,"[""An electric wind turbine can be used to do different things. A small scale wind turbine connected to a building's electrical system can power lights or equipment.""]"
HOW AFRICAN AMERICANS WERE IMMIGRATED TO THE US,"['The slave trade and its effects are a critical part of any history of the Americas, as well as any world history related to the topic.']"
how does interlibrary loan work,['Interlibrary Loan (ILL) is the process by which one library can obtain material from another library.']
who is Dr. JB Danquah,"['J.B. Danquah or J.B. daCosta Eduful (4 June 1895 – 4 February 1965) was a Ghanaian historian, political theorist, pan- African']"
what is the definition of a map,"[""A map is an image of an area, such as a geographical region or a portion of the Earth's surface.""]"
How long was Mickie James with WWE?,"['Melina Perez, better known by her ring name Melina, is an American model, actress and professional wrestler.']"
what is a monarch to a monarchy,['Monarchy is a form of government where a state is ruled by a monarch. Monarch is the absolute ruler and leader who has power over other monarchs.']
what are private labels,['Private labels are manufactured goods created for someone or a business for their own use or for sale under their own brand names.']
what city was the convention when gerald ford was nominated,['Ford was initially nominated for vice president by President Nixon at the 1973 Republican National Convention.']
what percentage of water in in the body,['60% of human body weight is water; and 36% of daily intake is water.']
what day is 2011 super bowl?,['The 2011 Super Bowl was an American football game between the American Football Conference champion Pittsburgh Steelers and the National Football Conference champion Green Bay Packers to decide the National Football League Champion for the 2010 season.']
when was How the west was won filmed?,['How the West Was Won is a 1962 western film written and directed by John Ford.']
WHAT YEARS WAS THE C5 VETTE PRODUCED,"['The fifth generation Camaro body was based on the 1967 model, although from the windshield forward, the resemblance might be called superficial']"
who sang I want to dance with somebody,"['""I Want to Dance with Somebody (Who Loves Me)"" is a song written and recorded by the American singer Whitney Houston, from her fourth studio album of the same name.']"
what kind of school is MIT,"[""It is a large, highly ranked, private research university located in Cambridge, Massachusetts, often cited as one of the world's most prestigious universities.""]"
how did women's role change during the war,"['After the Civil War women found employment in various new roles outside the home, particularly in manufacturing, textiles, retail and teaching.']"
where do crocodiles live,"['More than 20 species of crocodilians are found throughout Africa, Asia, the Americas, and Australia.']"
what states allow same sex marriage,"['On June 26, 2013, the Supreme Court of the United States issued decisions in Hollingsworth v. Perry and United States v.']"
where in oregon is albany,"['Albany is a city in Linn County, Oregon, United States. Albany has a population of 50,178 and a metropolitan-area population of 129,899. It was founded in']"
